state,year,value
Punjab,2024-25,73229881.0
Rajasthan,2017-18,74848989.0
Rajasthan,2018-19,81918486.0
Rajasthan,2019-20,89946917.0
Rajasthan,2020-21,90630808.0
Rajasthan,2021-22,107032420.0
Rajasthan,2022-23,121009154.0
Rajasthan,2023-24,135874210.0
Rajasthan,2024-25,152495013.0
Sikkim,2017-18,2283525.0
Sikkim,2018-19,2480102.0
Sikkim,2019-20,2752221.0
Sikkim,2020-21,2793251.0
Sikkim,2021-22,3172322.0
Sikkim,2022-23,3570396.0
Sikkim,2023-24,4067179.0
Sikkim,2024-25,
Tamil Nadu,2017-18,131798419.0
Tamil Nadu,2018-19,146844896.0
Tamil Nadu,2019-20,156483116.0
Tamil Nadu,2020-21,159852017.0
Tamil Nadu,2021-22,185476237.0
Tamil Nadu,2022-23,211312784.0
Tamil Nadu,2023-24,241241442.0
Tamil Nadu,2024-25,279249598.0
Telangana,2017-18,67942728.0
Telangana,2018-19,77839058.0
Telangana,2019-20,86390838.0
Telangana,2020-21,84873586.0
Telangana,2021-22,101725129.0
Telangana,2022-23,118574447.0
Telangana,2023-24,132760756.0
Telangana,2024-25,148703908.0
Tripura,2017-18,3950463.0
Tripura,2018-19,4490106.0
Tripura,2019-20,4872817.0
Tripura,2020-21,4796426.0
Tripura,2021-22,5604627.0
Tripura,2022-23,6339963.0
Tripura,2023-24,7176252.0
Tripura,2024-25,8105138.0
Uttar Pradesh,2017-18,131606801.0
Uttar Pradesh,2018-19,143753185.0
Uttar Pradesh,2019-20,153980791.0
Uttar Pradesh,2020-21,145758388.0
Uttar Pradesh,2021-22,176695726.0
Uttar Pradesh,2022-23,198644223.0
Uttar Pradesh,2023-24,230831976.0
Uttar Pradesh,2024-25,260000416.0
Uttarakhand,2017-18,19820173.0
Uttarakhand,2018-19,20646655.0
Uttarakhand,2019-20,21374877.0
Uttarakhand,2020-21,19801773.0
Uttarakhand,2021-22,22324730.0
Uttarakhand,2022-23,25473983.0
Uttarakhand,2023-24,28817654.0
Uttarakhand,2024-25,32405383.0
West Bengal,2017-18,89075748.0
West Bengal,2018-19,100442001.0
West Bengal,2019-20,107295582.0
West Bengal,2020-21,102870422.0
West Bengal,2021-22,120921719.0
West Bengal,2022-23,136369701.0
West Bengal,2023-24,148562766.0
West Bengal,2024-25,163210406.0
