state,year,value
Puducherry,2013-14,53899.0
Punjab,2013-14,620476.0
Kerala,2014-15,628397.0
Ladakh,2014-15,
Madhya Pradesh,2014-15,1385579.0
Maharashtra,2014-15,5519930.0
Manipur,2014-15,1241.0
Meghalaya,2014-15,32262.0
Mizoram,2014-15,
Nagaland,2014-15,388.0
Odisha,2014-15,821641.0
Puducherry,2014-15,63775.0
Punjab,2014-15,477032.0
Kerala,2015-16,999315.0
Ladakh,2015-16,
Madhya Pradesh,2015-16,1281517.0
Maharashtra,2015-16,4464331.0
Manipur,2015-16,906.0
Meghalaya,2015-16,11310.0
Mizoram,2015-16,
Nagaland,2015-16,364.0
Odisha,2015-16,1665272.0
Puducherry,2015-16,57105.0
Punjab,2015-16,537532.0
Kerala,2016-17,1114921.0
Ladakh,2016-17,
Madhya Pradesh,2016-17,1120014.0
Maharashtra,2016-17,4161132.0
Manipur,2016-17,2745.0
Meghalaya,2016-17,64994.0
Mizoram,2016-17,
Nagaland,2016-17,579.0
Odisha,2016-17,1889743.0
Puducherry,2016-17,59558.0
Punjab,2016-17,434391.0
Kerala,2017-18,479360.0
Ladakh,2017-18,
Madhya Pradesh,2017-18,1331975.0
Maharashtra,2017-18,4805518.0
Manipur,2017-18,1669.0
Meghalaya,2017-18,11693.0
Mizoram,2017-18,
Nagaland,2017-18,409.0
Odisha,2017-18,614540.0
Puducherry,2017-18,79770.0
Punjab,2017-18,730978.0
Kerala,2018-19,673658.0
Ladakh,2018-19,
Madhya Pradesh,2018-19,1451712.0
Maharashtra,2018-19,5822360.0
Manipur,2018-19,1147.0
Meghalaya,2018-19,16276.0
Mizoram,2018-19,
Nagaland,2018-19,429.0
Odisha,2018-19,-355371.0
Puducherry,2018-19,97290.0
Punjab,2018-19,724993.0
Kerala,2019-20,1126751.0
Ladakh,2019-20,469.0
Madhya Pradesh,2019-20,1631466.0
Maharashtra,2019-20,6996117.0
Manipur,2019-20,912.0
Meghalaya,2019-20,20717.0
Mizoram,2019-20,101.0
Nagaland,2019-20,-191.0
Odisha,2019-20,2140176.0
Puducherry,2019-20,106686.0
Punjab,2019-20,828117.0
Kerala,2020-21,598219.0
Ladakh,2020-21,243.0
Madhya Pradesh,2020-21,926059.0
Maharashtra,2020-21,4530638.0
Manipur,2020-21,3652.0
Meghalaya,2020-21,44286.0
Mizoram,2020-21,53.0
Nagaland,2020-21,197.0
Odisha,2020-21,1367096.0
Puducherry,2020-21,62339.0
Punjab,2020-21,1225347.0
Kerala,2021-22,308107.0
Ladakh,2021-22,611.0
Madhya Pradesh,2021-22,1261639.0
Maharashtra,2021-22,5976508.0
Manipur,2021-22,1618.0
Meghalaya,2021-22,41888.0
Mizoram,2021-22,80.0
Nagaland,2021-22,432.0
Odisha,2021-22,2269634.0
Puducherry,2021-22,86068.0
Punjab,2021-22,1336512.0
