state,year,value
Rajasthan,2016-17,29.7
Rajasthan,2017-18,28.7
Rajasthan,2018-19,24.8
Rajasthan,2019-20,24.3
Rajasthan,2020-21,27.6
Rajasthan,2021-22,28.2
Rajasthan,2022-23,20.3
Sikkim,2013-14,23.1
Sikkim,2014-15,25.0
Sikkim,2015-16,26.5
Sikkim,2016-17,23.8
Sikkim,2017-18,35.5
Sikkim,2018-19,32.7
Sikkim,2019-20,34.3
Sikkim,2020-21,33.9
Sikkim,2021-22,31.9
Sikkim,2022-23,27.7
Tamil Nadu,2013-14,10.8
Tamil Nadu,2014-15,11.1
Tamil Nadu,2015-16,10.8
Tamil Nadu,2016-17,12.6
Tamil Nadu,2017-18,15.9
Tamil Nadu,2018-19,19.1
Tamil Nadu,2019-20,17.4
Tamil Nadu,2020-21,13.3
Tamil Nadu,2021-22,13.4
Tamil Nadu,2022-23,15.3
Telangana@,2013-14,
Telangana@,2014-15,15.7
Telangana@,2015-16,16.5
Telangana@,2016-17,18.7
Telangana@,2017-18,18.3
Telangana@,2018-19,14.9
Telangana@,2019-20,15.3
Telangana@,2020-21,15.0
Telangana@,2021-22,14.4
Telangana@,2022-23,12.2
Tripura,2013-14,35.4
Tripura,2014-15,35.9
Tripura,2015-16,30.6
Tripura,2016-17,30.4
Tripura,2017-18,29.9
Tripura,2018-19,26.7
Tripura,2019-20,24.3
Tripura,2020-21,23.7
Tripura,2021-22,23.0
Tripura,2022-23,28.8
Uttar Pradesh,2013-14,29.1
Uttar Pradesh,2014-15,27.2
Uttar Pradesh,2015-16,24.5
Uttar Pradesh,2016-17,23.6
Uttar Pradesh,2017-18,23.2
Uttar Pradesh,2018-19,21.2
Uttar Pradesh,2019-20,22.4
Uttar Pradesh,2020-21,25.1
Uttar Pradesh,2021-22,21.8
Uttar Pradesh,2022-23,20.9
Uttarakhand,2013-14,21.8
Uttarakhand,2014-15,24.5
Uttarakhand,2015-16,25.6
Uttarakhand,2016-17,25.4
Uttarakhand,2017-18,25.0
Uttarakhand,2018-19,22.2
Uttarakhand,2019-20,20.1
Uttarakhand,2020-21,22.0
Uttarakhand,2021-22,21.3
Uttarakhand,2022-23,18.4
West Bengal,2013-14,24.1
West Bengal,2014-15,24.7
West Bengal,2015-16,22.2
West Bengal,2016-17,22.4
West Bengal,2017-18,22.2
West Bengal,2018-19,18.3
West Bengal,2019-20,16.3
West Bengal,2020-21,17.6
West Bengal,2021-22,16.9
West Bengal,2022-23,18.2
